club,player,comment,label,gpt_sentiment_score,gpt_label,gpt_explanation
fcchelsea,Jadon Sancho,sancho makes the right decision 9/10 times,POSITIVE,1.0,POSITIVE,"The comment praises Jadon Sancho's decision-making, indicating a very positive sentiment towards him."
fcchelsea,Jadon Sancho,Sancho’s IQ on the ball is just beautiful 😍😍,POSITIVE,1.0,POSITIVE,"The comment expresses admiration for Jadon Sancho's intelligence and skill on the ball, highlighted by the use of 'beautiful' and positive emojis indicating strong praise."
fcchelsea,Jadon Sancho,"@manchesterunited Sancho was fouled in the box, wish led to penalty…na him get assist",NEUTRAL,0.5,POSITIVE,"The comment highlights a positive action by Jadon Sancho, noting that he was fouled which led to a penalty and he also contributed by getting an assist. This reflects a favorable view of his performance."
sevillafc,Valentin Barco,@colo.barco,NEUTRAL,0.0,NEUTRAL,The comment is simply a mention of the player without any additional context or opinion. It does not express a positive or negative sentiment.
sevillafc,Valentin Barco,Como que barco suplente...si fue el unico que jugó,POSITIVE,0.0,NEUTRAL,"The comment reflects confusion about Valentin Barco being a substitute, implying he performed well, but it does not express a clear positive or negative sentiment directly towards him."
sevillafc,Valentin Barco,Colo barco full titular 🔥🔥🔥,POSITIVE,1.0,POSITIVE,"The comment expresses excitement and approval for Valentin Barco being a full starter ('full titular'), which is emphasized by the use of fire emojis. This indicates strong positive sentiment towards the player."
sevillafc,Valentin Barco,"Que le pasa a este entrenador??? Barco, ejuke, bade titulares no puedo creer que sea tan así, pero no va a llegar lejos así",NEGATIVE,-1.0,NEGATIVE,"The comment criticizes the coach and indirectly refers to Barco, implying that Barco's situation is not favorable. Phrases like 'no puedo creer que sea tan así' suggest disappointment, which reflects negatively on both the coach and Barco's involvement."
sevillafc,Valentin Barco,Ponelo a Barco,POSITIVE,0.0,NEUTRAL,"The comment 'Ponelo a Barco' translates to 'Put Barco in' which is a request or suggestion. It does not express a clear positive or negative sentiment towards Valentin Barco, indicating neutrality."
sevillafc,Valentin Barco,barco jugo muy bien el partido pasado y lo saca,POSITIVE,1.0,POSITIVE,"The comment praises Valentin Barco for playing very well in the last match, indicating a positive sentiment towards him."
sevillafc,Valentin Barco,Dt Barcos no es defensor medio campo ..pivote. Y después  menos pelotasos al pedo jugar un poco .más medio. Campo,NEUTRAL,-1.0,NEGATIVE,"The comment criticizes Barco's position and playing style, suggesting that he is not effectively playing as a defensive midfielder and calls for fewer ineffective long passes. This indicates a negative sentiment towards his performance."
sevillafc,Valentin Barco,Vamos sevilla rompela barco,POSITIVE,0.5,POSITIVE,"The comment expresses enthusiasm for Sevilla and encourages Barco, suggesting a supportive sentiment towards him."
sevillafc,Valentin Barco,Barco suplente? El único que jugó bien el partido anterior,POSITIVE,0.5,POSITIVE,"The comment expresses disappointment about Barco being a substitute and highlights that he performed well in the previous match, indicating a positive sentiment towards Barco's abilities."
sevillafc,Valentin Barco,Vamos barco 🔥,POSITIVE,1.0,POSITIVE,"The comment 'Vamos barco 🔥' expresses encouragement and excitement for Valentin Barco, using the word 'vamos' which means 'let's go' in Spanish, indicating support. The flame emoji suggests enthusiasm."
sevillafc,Valentin Barco,Que bien juego barco🔥,POSITIVE,1.0,POSITIVE,"The comment expresses a positive sentiment towards Valentin Barco, as it translates to 'What a good game Barco' accompanied by a flame emoji, indicating enthusiasm and admiration."
sevillafc,Valentin Barco,Barco🇦🇷,NEUTRAL,0.0,NEUTRAL,"The comment consists solely of the player's name and a flag emoji, which does not convey any sentiment towards Valentin Barco."
sevillafc,Valentin Barco,"Y si le ponen a Barco, Ejuke, Bade tal vez ganen pero deben ser titulares",POSITIVE,0.0,NEUTRAL,"The comment suggests a conditional scenario where the inclusion of Barco along with other players could lead to a victory. It doesn't express a strong positive or negative feeling towards Barco; rather, it discusses a potential strategy."
sevillafc,Valentin Barco,Vamos colo barco 👏👏👏,POSITIVE,1.0,POSITIVE,"The comment expresses support for Valentin Barco by saying 'Vamos' (meaning 'Let's go'), which shows enthusiasm and encouragement. The multiple clapping emojis further emphasize the positive sentiment towards Barco."
sevillafc,Valentin Barco,Barco es un jugadorazo,POSITIVE,1.0,POSITIVE,"The comment refers to Valentin Barco as 'un jugadorazo', which means 'a great player' in Spanish, indicating a strong positive sentiment towards him."
sevillafc,Valentin Barco,Bien por Barco de titular!👏👏,POSITIVE,1.0,POSITIVE,"The comment expresses support and approval for Barco being a starter, as indicated by 'Bien por Barco de titular!' and the clapping emojis suggest excitement and positivity."
sevillafc,Valentin Barco,F Barco,NEUTRAL,-1.0,NEGATIVE,"The comment 'F Barco' indicates a negative sentiment towards Valentin Barco, as the letter 'F' is often used in social media slang to express condolences or disrespect."
sevillafc,Valentin Barco,Que buen chiste sacar a barco en el segundo tiempo perdiendo 1-0 cuando es el que mas peligro provoco JAJAJAJA,POSITIVE,-1.0,NEGATIVE,"The comment criticizes the decision to substitute Valentin Barco while acknowledging he was the player who posed the most danger, implying that the decision was not only foolish but also detrimental to the team's chances."
sevillafc,Valentin Barco,Deja ya fijado a Barco en el lateral izquierdo arfavoh,NEUTRAL,0.0,NEUTRAL,"The comment mentions Barco in a neutral context regarding his position as a left-back without expressing any strong emotions, positive or negative."
sevillafc,Valentin Barco,"Por favor les pido que Barco sume minutos ante el Barcelona por favor, que no sea titular si no quiere el técnico pero que sume minutos, muchos hinchas queremos ver cómo responde contra un gigante como el Barcelona 🙌",POSITIVE,0.5,POSITIVE,"The comment expresses a desire to see Barco play against Barcelona, indicating support for him to gain experience against a strong team. The use of the phrase 'muchos hinchas queremos ver' shows enthusiasm for Barco's performance. The emoji reinforces a positive sentiment."
sevillafc,Valentin Barco,Vamos Barco!!! A brillar y jugar excelente como vos sabes!!! No veo la hora de verte jugar!!!,POSITIVE,1.0,POSITIVE,"The comment expresses excitement and encouragement for Valentin Barco, indicating anticipation for his performance. Phrases like 'A brillar y jugar excelente' (to shine and play excellently) and 'No veo la hora de verte jugar' (can't wait to see you play) clearly convey a positive sentiment towards the player."
sevillafc,Valentin Barco,Barco y Montiel en el banco. Ya arrancaron perdiendo,POSITIVE,-0.5,NEGATIVE,The comment implies a negative sentiment towards Barco by suggesting that he is on the bench ('en el banco') and that this situation contributes to the team's poor start ('Ya arrancaron perdiendo'). The use of 'perdiendo' indicates disappointment in the performance and indirectly criticizes Barco's involvement.
sevillafc,Valentin Barco,Y mí ídolo Barco?,POSITIVE,1.0,POSITIVE,"The comment expresses admiration for Barco by stating 'mí ídolo Barco,' which translates to 'my idol Barco.' The word 'ídolo' indicates a strong positive sentiment towards the player."
sevillafc,Valentin Barco,"Pongan a Barco ,es su única esperanza.",POSITIVE,0.5,POSITIVE,"The comment suggests that Barco is seen as a crucial player and the team's 'only hope', indicating a belief in his abilities, which is a positive sentiment."
sevillafc,Valentin Barco,Porfin barco titular,POSITIVE,1.0,POSITIVE,"The comment expresses excitement and approval about Valentin Barco being a starter, indicated by the word 'Porfin' which translates to 'Finally', suggesting a positive sentiment towards his inclusion in the lineup."
sevillafc,Jesus Navas,Saúl Capitán una vez Navas se retire 🙌🙌🙌,NEUTRAL,0.0,NEUTRAL,"The comment mentions Jesus Navas in the context of him retiring and suggests that Saúl should become captain afterwards. It does not express a direct opinion about Navas himself, making the sentiment neutral."
sevillafc,Jesus Navas,Jesús Navas futuro presidente del Sevilla ❤️🤍❤️🤍❤️,POSITIVE,1.0,POSITIVE,"The comment expresses a strong positive sentiment towards Jesús Navas by suggesting he could be the future president of Sevilla, indicating admiration and support. The use of heart emojis further emphasizes this positivity."
sevillafc,Jesus Navas,Ole ese navas ..unico❤️,POSITIVE,1.0,POSITIVE,"The comment expresses strong admiration for Jesus Navas, referring to him as 'unico' (unique), which is a positive sentiment. The heart emoji also reinforces the affectionate tone towards the player."
sevillafc,Jesus Navas,Si tuviera que definir al Sevilla solo diría Jesús Navas . Gracias por todo ojalá nunca dejaras lo que te apasiona y que pudiéramos disfrutar todo la vida .,POSITIVE,1.0,POSITIVE,"The comment expresses gratitude and admiration for Jesús Navas, indicating he is synonymous with Sevilla. The tone is highly positive, wishing him to continue his passion and for fans to enjoy his presence."
sevillafc,Jesus Navas,lo de navas es de leyenda,POSITIVE,1.0,POSITIVE,"The comment 'lo de navas es de leyenda' translates to 'what Navas is doing is legendary,' indicating a strong positive sentiment towards Jesus Navas."
sevillafc,Jesus Navas,"Ahí falta el único que siente el escudo de verdad , @jnavas16",POSITIVE,1.0,POSITIVE,"The comment praises Jesus Navas by suggesting that he is the only one who truly feels the badge (escudo), implying a high level of commitment and passion. This is a positive sentiment towards the player."
sevillafc,Jesus Navas,"Que me duele eso de su último derbi, pero que agradecidos le estamos de todo lo que ha dado por este equipo. Gracias Don Jesús Navas.",POSITIVE,0.5,POSITIVE,"The comment expresses pain regarding the recent derby but gratitude for what Jesus Navas has contributed to the team, indicating respect and appreciation."
sevillafc,Jesus Navas,Navasss 1️⃣6️⃣🫶🏻,POSITIVE,1.0,POSITIVE,"The comment expresses excitement and support for Jesus Navas by using his name with a positive tone, indicated by the emojis (1️⃣6️⃣ for his jersey number and 🫶🏻 for love or appreciation)."
sevillafc,Jesus Navas,Eterno DON Jesús NAVAS ❤️,POSITIVE,1.0,POSITIVE,"The comment expresses admiration and affection for Jesús Navas, referring to him as 'Eterno DON' which implies a respectful and affectionate acknowledgment of his status, along with a heart emoji that conveys love."
sevillafc,Jesus Navas,"No tengo palabras para lo que sentí , pero en lo primero que pensé fue en Navas ❤️",POSITIVE,1.0,POSITIVE,"The comment expresses a strong positive emotion towards Jesus Navas, indicating admiration or appreciation. The use of the heart emoji (❤️) further emphasizes the positive sentiment."
sevillafc,Jesus Navas,Grande Navas👍,POSITIVE,1.0,POSITIVE,"The comment expresses admiration for Jesus Navas by using the term 'Grande', which conveys respect and praise. The thumbs-up emoji further emphasizes a positive sentiment towards him."
sevillafc,Jesus Navas,"El verdadero capitán del Sevilla F.C. es el gran canterano y leyend6 don Jesús Navas  ahí más.  Que no digo que sea mal jugador Saúl pero la leyenda eterna es y será siempre don @jnavas16  y soy de Zaragoza a muerte y zaragocista pero  a las leyendas se les cuida siempre,  se te echará bastante de menos capitan. ♥️🤍 @sevillafc",POSITIVE,1.0,POSITIVE,"The comment expresses high regard for Jesus Navas, calling him a 'true captain' and a 'legend'. The use of phrases like 'gran canterano' (great homegrown player) and 'se te echará bastante de menos' (you will be greatly missed) highlights positive feelings towards him."
sevillafc,Jesus Navas,Oleee ese Jesús Navas 🤍❤️,POSITIVE,1.0,POSITIVE,"The comment expresses excitement and affection towards Jesus Navas, as indicated by the use of 'Oleee' and the heart emojis. This shows a positive sentiment towards the player."
sevillafc,Jesus Navas,Navas siempre navas ❤️🙌,POSITIVE,1.0,POSITIVE,"The comment expresses affection and appreciation for Navas, emphasized by the heart and clapping emojis. The repetition of his name suggests a positive sentiment, indicating that the commenter admires him."
sevillafc,Jesus Navas,"Sevilla te ama, @jnavas16 ❤️",POSITIVE,1.0,POSITIVE,"The comment expresses love for Sevilla, which indicates a positive sentiment towards Jesus Navas since he is closely associated with the club. The heart emoji further emphasizes the positive emotion towards him."
sevillafc,Jesus Navas,Lo de que Navas no esté jugando de titular porqué?,POSITIVE,0.0,NEUTRAL,"The comment inquires about the reason why Jesus Navas is not starting, which indicates a level of concern or curiosity rather than a strong positive or negative sentiment towards him. It does not express admiration or criticism."
sevillafc,Jesus Navas,Leyenda Navas! 🙌🏼🎩,POSITIVE,1.0,POSITIVE,"The comment addresses Jesus Navas with respect and admiration by referring to him as 'Leyenda,' which means 'Legend' in Spanish. The use of celebratory emojis (🙌🏼🎩) further emphasizes the positive sentiment towards him."
sevillafc,Jesus Navas,"Menos mal que tenemos a Saúl, porque sino que solo estaría navas de capitán.",NEGATIVE,-0.5,NEGATIVE,"The comment suggests a negative sentiment towards Jesus Navas, implying that if it weren't for Saúl, Navas would be the only captain, which is presented in a somewhat dismissive manner."
sevillafc,Jesus Navas,Jesus Navas ~ Juan Luis Sanchez Velasco. Navas no tiene 2° apellido o que?😂😂 Gonzalez carajo!,NEUTRAL,0.0,NEUTRAL,"The comment is primarily focused on the confusion or joke regarding Jesus Navas's last name and does not express a positive or negative sentiment towards him as a player; instead, it highlights a playful misunderstanding."
sevillafc,Jesus Navas,Navass 😍❤️,POSITIVE,1.0,POSITIVE,"The comment expresses affection for Jesus Navas with the use of heart and love emojis, indicating strong positive sentiment towards the player."
sevillafc,Jesus Navas,Eres Grande Navas!!!,POSITIVE,1.0,POSITIVE,"The comment 'Eres Grande Navas!!!' translates to 'You are great, Navas!!!', which clearly conveys a positive sentiment towards Jesus Navas. The use of 'Grande' (great) indicates admiration, and the exclamation marks emphasize enthusiasm."
sevillafc,Jesus Navas,"Los únicos jugadores válidos en este equipo son :lukebakio ,bade ,peque,navas y poco más muy bien bonito mercado Víctor orta",POSITIVE,0.5,POSITIVE,"The comment mentions Jesus Navas among other players in a positive context, indicating that he is considered a 'valid' player in the team. The use of 'muy bien' suggests approval of Navas' presence."
sevillafc,Jesus Navas,"In UEFA Cup 2006 and 2007, Sevilla have Andres Palop, Antonio Puerta, Jesus Navas, Dani Alves, Luis Fabiano, Fredrik Kanoute",NEUTRAL,0.0,NEUTRAL,"The comment lists several players, including Jesus Navas, in a historical context related to UEFA Cup victories. There is no positive or negative sentiment expressed towards Navas himself; it is purely informational."
sevillafc,Jesus Navas,y Navas???? no concibo este derbi sin él🫠,POSITIVE,0.5,POSITIVE,"The comment expresses a longing for Jesus Navas's presence in the derby, indicating that the commenter values him and feels that the match is incomplete without him. The emoji 🫠 suggests a feeling of disappointment or sadness in his absence, but overall the sentiment towards Navas is positive for being an essential part of the event."
sevillafc,Jesus Navas,Vamos Sevilla Capi Jesús Navas ha por todas campeón ❤️❤️,POSITIVE,1.0,POSITIVE,"The comment expresses support and enthusiasm towards Jesus Navas and Sevilla, with phrases like 'Vamos' (Let's go) and 'campeón' (champion), as well as the heart emojis indicating a positive sentiment."
lille,Jonathan David,David le meilleur,POSITIVE,1.0,POSITIVE,"The comment translates to 'David the best', which expresses a strong positive sentiment towards Jonathan David, emphasizing his excellence."
lille,Jonathan David,@rffal._ Jo david🔥,POSITIVE,1.0,POSITIVE,"The comment uses 'Jo David' which likely refers to Jonathan David, and the fire emoji (🔥) conveys enthusiasm and positive excitement about the player."
lille,Jonathan David,ANNONCE ? Prolongement de David ?!?!?,NEUTRAL,0.0,NEUTRAL,"The comment is asking a question about the potential extension of Jonathan David's contract. It does not express a positive or negative sentiment towards David himself, hence it is neutral."
lille,Jonathan David,David come to juve we are better ⚫️⚪️,POSITIVE,0.0,NEUTRAL,The comment expresses a desire for Jonathan David to join Juventus but does not include any negative or positive commentary about him personally.
lille,Jonathan David,David prolonge !!!,NEUTRAL,1.0,POSITIVE,"The comment expresses excitement or support for Jonathan David extending his contract or staying with the team, indicated by the word 'prolonge' (extend). The use of exclamation marks adds an enthusiastic tone."
lille,Jonathan David,Edon et David prolongé aussi s'il vous plaît 🙏🙏❤️🤍,POSITIVE,1.0,POSITIVE,"The comment expresses a desire for Jonathan David to have his contract extended ('prolongé aussi s'il vous plaît'), indicating support and a positive sentiment towards him. The use of heart emojis further emphasizes affection."
lille,Jonathan David,@timothyweah bring @jodavid to juve ⬛️⬜️,POSITIVE,0.5,POSITIVE,"The comment suggests bringing Jonathan David to Juventus, which implies a positive sentiment towards him by wanting him to join a well-regarded team. The use of the emojis also adds a positive tone."
lille,Jonathan David,David et Edon rester s'il vous plaît 🙏🙏❤️🤍,POSITIVE,1.0,POSITIVE,"The comment expresses a desire for Jonathan David to stay, indicated by the phrase 'David et Edon rester s'il vous plaît,' which translates to 'David and Edon, please stay.' The use of heart emojis also conveys affection and a positive sentiment towards Jonathan David."
lille,Jonathan David,DAVID PROLONGE STP NOTRE LÉGENDE ⚜️⚜️,POSITIVE,1.0,POSITIVE,"The comment expresses a positive sentiment towards Jonathan David by referring to him as 'NOTRE LÉGENDE' (our legend) and using the emoji ⚜️, which denotes significance or prestige."
lille,Jonathan David,@jodavid 🤍🖤,POSITIVE,1.0,POSITIVE,"The comment includes a heart emoji and colors that often symbolize support or affection, indicating a positive sentiment towards Jonathan David."
lille,Jonathan David,DAVID COME TO JUVE,POSITIVE,0.5,POSITIVE,"The comment expresses a desire for Jonathan David to join Juventus, suggesting admiration for him and excitement about the prospect of him playing for that team."
lille,Jonathan David,Je ne retiens pas de match mais seulement david et chevalier 😍❤️🤍,POSITIVE,1.0,POSITIVE,"The comment expresses positive feelings towards Jonathan David, specifically mentioning his name and using heart emojis to convey affection."
lille,Jonathan David,DAVID GOAL IS HERE ⚽️🔴,POSITIVE,1.0,POSITIVE,"The comment expresses excitement and positivity about Jonathan David scoring a goal, indicated by the phrase 'DAVID GOAL IS HERE' and the use of the goal and red circle emojis, suggesting enthusiasm and support for the player."
lille,Jonathan David,"Forza Juve Sempre, David come to Juve 🙏",POSITIVE,0.5,POSITIVE,"The comment expresses a desire for Jonathan David to join Juventus, which shows enthusiasm and support for him as a player, indicating a positive sentiment towards him."
lille,Jonathan David,"Quelle bonne nouvelle pour Tiago Santos de poursuivre l'aventure lilloise, il faudrait maintenant essayer de convaincre Edon Zhegrova, car David c'est cuit à moins d'un retour de situation car il veut multiplier son salaire annuel 3 fois plus qu'à Lille soit 6 millions ❤️🤍",NEUTRAL,-1.0,NEGATIVE,"The comment expresses a negative sentiment towards Jonathan David, indicating that his departure from Lille is likely ('David c'est cuit') and mentioning his desire for a significant salary increase, which suggests dissatisfaction with his current situation. The comment does not present him positively."
lille,Jonathan David,Bravo Jonathan David ❤️🔥😍👏🙌🙌💪🔴⚪🦷,POSITIVE,1.0,POSITIVE,"The comment expresses strong positive emotions towards Jonathan David, supported by multiple positive emojis such as hearts, fire, and clapping, indicating admiration and support for the player."
lille,Jonathan David,Psg need david as 9,POSITIVE,1.0,POSITIVE,"The comment expresses a positive opinion about Jonathan David by suggesting that PSG needs him as their number 9, indicating that the commenter values his abilities and sees him as a key player."
lille,Jonathan David,LFGGGGG @jodavid 🇨🇦🇨🇦🇨🇦,POSITIVE,1.0,POSITIVE,"The comment expresses excitement and support for Jonathan David, indicated by 'LFG' (Let's F***ing Go) and the Canadian flag emojis, which suggest pride and encouragement towards the player."
lille,Jonathan David,COME TO JUVENTUS 🤍🖤 @jodavid,POSITIVE,1.0,POSITIVE,"The comment expresses a positive sentiment towards Jonathan David by encouraging him to join Juventus, showing support and excitement, reinforced by the heart emojis."
lille,Jonathan David,"I mean 90% of that goal was the work of #26  to get it to David!! But alas, the strikers always get the glory….",NEGATIVE,0.5,POSITIVE,"The comment acknowledges Jonathan David's contribution to the goal, suggesting that he played an important role in scoring. The mention of '90% of that goal was the work of #26 to get it to David' implies that while another player assisted, David is still recognized for his part in the team effort. The phrase 'the strikers always get the glory' indicates a light-hearted acknowledgment of David's role as a striker, reinforcing a positive sentiment."
lille,Jonathan David,Gros match de David,POSITIVE,1.0,POSITIVE,"The comment praises Jonathan David by saying 'Gros match de David', which translates to 'Great match from David', indicating a positive sentiment towards the player."
lille,Jonathan David,david prime le retour ☝🏼☝🏼,POSITIVE,1.0,POSITIVE,"The comment 'david prime le retour' suggests excitement or anticipation regarding Jonathan David, implying a strong positive sentiment. The use of the thumbs up emojis emphasizes enthusiasm towards his potential return."
lille,Jonathan David,"Facile, Jonathan David ! 🇨🇦⚽️💥",POSITIVE,1.0,POSITIVE,"The comment expresses enthusiasm and praise for Jonathan David, indicated by the use of the word 'Facile' (meaning easy or effortless) and the celebratory emojis, which show a positive sentiment towards the player."
lille,Jonathan David,C'est bon pour nous ... Edon et David et Lucas en plus ça serait parfait.,POSITIVE,0.0,NEUTRAL,"The comment mentions Jonathan David as part of a group (along with Edon and Lucas) and suggests that having them would be ideal, but it does not express a strong positive or negative sentiment specifically towards him."
lille,Jonathan David,Je vois le drapeau canadien dans les gradins 🇨🇦🍁 vous avez de la chances d'être là 💯 Let's Go David 💪💪💪,POSITIVE,1.0,POSITIVE,"The comment expresses excitement and support for Jonathan David, evident through the phrases 'Let's Go David' and the use of supportive emojis like 💪💪💪 which indicate encouragement."
staderennesfc,Ludovic Blas,C’est mérité Blas!!,POSITIVE,1.0,POSITIVE,"The comment 'C’est mérité Blas!!' translates to 'It's deserved Blas!!' indicating a positive sentiment towards Ludovic Blas, suggesting that the user believes he has earned something, likely praise or recognition."
staderennesfc,Ludovic Blas,@ludoblas Que Dieu t’accompagne !,POSITIVE,0.0,NEUTRAL,The comment expresses a wish for divine support for Ludovic Blas but does not convey a clear positive or negative sentiment about him as a player.
staderennesfc,Ludovic Blas,@ludoblas 💪🏽🔥,POSITIVE,1.0,POSITIVE,"The comment includes supportive emojis (💪🏽🔥) directed towards Ludovic Blas, indicating enthusiasm and positive sentiment towards the player."
staderennesfc,Ludovic Blas,"Totalement mérité Ludo' Blas, ça paye ! 🥹☝🏽",POSITIVE,1.0,POSITIVE,"The comment expresses strong support for Ludovic Blas, stating that his achievements are well-deserved ('Totalement mérité'). The use of the term 'ça paye' reinforces the positive sentiment, suggesting that his efforts are recognized and appreciated. The emojis add an emotional touch, indicating happiness or pride."
staderennesfc,Ludovic Blas,"Honnêtement ça me fait chier on a vraiment des top joueurs tels que Seidu, Faye, Gronbaek, Kamara, Matusiwa, Blas, Jota et même le petit crack Andres Gomez mais tactiquement on a rien, on repose sur des exploits individuels de nos joueurs et la tactique d’aujourd’hui n’en parlons même pas, que des dribbleurs et des joueurs capables de faire la différence sur des exploits individuels et il compte « faire fermer des bouches », vivement un nouveau coach…",POSITIVE,0.0,NEUTRAL,"The comment mentions Ludovic Blas along with other players, but the overall tone focuses on the performance of the team and tactical issues rather than directly praising or criticizing Blas specifically. Therefore, it maintains a neutral sentiment towards him."
staderennesfc,Ludovic Blas,"1 0 contre le havre 95 min de blas sur le terrain (15 ballons perdus l artiste !!!)sortir hateboar du corner alors que c est le plus grand - le mec comprend aucunes de ses consignes alors qu il a ete champion d europe....tjrs pas jouer la concurrence a truffert (celle avec meling me manque)notre meilleur joueur est un defenseur de ligue 2kalimuendo j en parle meme pas tellement il m exaspere, mais nos champions de l analyse vont encore dure qu il fut bon....PLEINE LUCARNE trouvé nous UN match gagné ou le public a 80 pourcent a siflé l equipe et un coach comme ça...moi j ai connu les applauses quand on en a pris 5 face au auxerre de cissé and co..DEPLORABLE - POUR L INSTITUTION IL DISAIT ...",NEGATIVE,-1.0,NEGATIVE,"The comment is quite critical of Ludovic Blas, specifically mentioning his performance with phrases like '15 ballons perdus' (15 lost balls) and implying that he does not understand the coach's instructions. It expresses frustration and disappointment, indicating a negative sentiment towards the player."
staderennesfc,Ludovic Blas,Blas il va marquer ce soir 🔥,POSITIVE,1.0,POSITIVE,"The comment expresses a positive expectation that Blas will score tonight, indicated by the phrase 'il va marquer' which translates to 'he is going to score' and accompanied by a fire emoji suggesting excitement or intensity."
staderennesfc,Ludovic Blas,Ludo' Blas titulaire 🔥🔥,POSITIVE,1.0,POSITIVE,"The comment refers to Ludovic Blas as 'titulaire', which means he is a starter or key player, indicating a positive sentiment towards him. The use of fire emojis (🔥🔥) further emphasizes excitement or enthusiasm about his status."
staderennesfc,Ludovic Blas,"Un bon 3-1 pour se reprendre ce week-end jota, gronbaek et blas et côté havrais ce sera sur coup de pied arrêté je pense soit kinkoué ou Lloris à la réception ALLEZ RENNES !! 👏❤️🖤",POSITIVE,0.0,NEUTRAL,"The comment mentions Ludovic Blas as one of the players in a prediction for a game result, but it does not express a clear opinion about him positively or negatively. The reference is neutral in tone, and the overall sentiment of the comment is focused more on the match outcome rather than on Blas specifically."
staderennesfc,Ludovic Blas,"Sans Manquer de respect à @jul_stephan , à quelle heure arrive @stefpiolii s'il vous plaît? Après avoir perdu contre Reims... IT's time. Merci pour tout ce que vous avez donné au Stade, passons à la suite, logique. Peut-être que je suis trop dur...je laisse le soin à qui de droit. Mais perdre contre Reims...Avec un match aussi mauvais...Seule satisfaction: @ludoblas est de retour à son vrai niveau",POSITIVE,0.5,POSITIVE,"The comment primarily discusses the disappointment of losing a match, but it contains a positive note about Ludovic Blas: 'Seule satisfaction: @ludoblas est de retour à son vrai niveau', which explicitly praises his performance."
staderennesfc,Ludovic Blas,Blas,NEUTRAL,0.0,NEUTRAL,"The comment simply states the name of the player, Ludovic Blas, without any additional context or sentiment expressed towards him."
staderennesfc,Ludovic Blas,J'ai trouvé blas et wooh bon. Le match est plaisant mais la défense c'est nul et quand vous avez des possibilités allezi bordel dem,POSITIVE,0.0,NEUTRAL,"The comment mentions Ludovic Blas positively ('blas et wooh bon'), indicating some approval of his performance, while also expressing negative sentiments about the defense and the overall match. However, the focus remains mixed with no strong sentiment towards Blas himself, resulting in a neutral overall sentiment."
staderennesfc,Ludovic Blas,Ludovic blas,NEUTRAL,0.0,NEUTRAL,The comment only states the player's name without any additional context or sentiment expressed towards him.
staderennesfc,Ludovic Blas,La classe @ludoblas !,POSITIVE,1.0,POSITIVE,"The comment expresses admiration for Ludovic Blas by stating 'La classe', which translates to 'class' in English, implying a positive sentiment towards his qualities or performance. The use of his handle '@ludoblas' directly refers to him."
staderennesfc,Ludovic Blas,@staderennaisfc @ludoblas 🔥🔥🔥🔥🔥,POSITIVE,1.0,POSITIVE,"The comment uses multiple fire emojis which typically indicate strong enthusiasm or admiration. 'ludoblas' suggests a reference to Ludovic Blas, and the overall tone is very positive."
staderennesfc,Ludovic Blas,Selecao 🇧🇷 @ludoblas 😍,POSITIVE,1.0,POSITIVE,"The comment includes a positive emoji (😍) directed at Ludovic Blas, indicating admiration or affection. The use of the Brazilian flag emoji (🇧🇷) also suggests a positive sentiment, likely referencing his association with the team or his performance."
staderennesfc,Ludovic Blas,Rennes - Toulouse : 2 - 1 ( buts : blas ( 2 ) ),POSITIVE,1.0,POSITIVE,"The comment highlights that Ludovic Blas scored 2 goals in the match, which is a positive reflection on his performance."
staderennesfc,Ludovic Blas,Il y avais pas d’autres photo que de mettre celle ou blas est avec le maillot de Nantes ..,NEUTRAL,0.0,NEUTRAL,"The comment mentions Ludovic Blas in the context of a photo where he is wearing the Nantes jersey, but it does not express a positive or negative sentiment towards him."
staderennesfc,Ludovic Blas,gardez blas svp !,POSITIVE,1.0,POSITIVE,"The comment 'gardez blas svp !' translates to 'please keep Blas!' which indicates a positive sentiment towards Ludovic Blas, suggesting that the commenter values him and wants him to remain with the team."
staderennesfc,Ludovic Blas,Blas❤️🖤,POSITIVE,1.0,POSITIVE,"The comment features a heart emoji next to Blas's name, indicating affection and support for the player. The use of the heart symbolizes a positive sentiment towards Ludovic Blas."
staderennesfc,Ludovic Blas,Bosseur Ludo' Blas 🔥🔥⚡️,POSITIVE,1.0,POSITIVE,"The comment refers positively to Ludovic Blas, using the term 'Bosseur' which implies he is hardworking or a hustler, paired with enthusiastic emojis (🔥🔥⚡️) that convey excitement and admiration."
staderennesfc,Ludovic Blas,@ludoblas crack 😍,POSITIVE,1.0,POSITIVE,"@ludoblas is referred to as 'crack,' which denotes admiration and the emoji 😍 expresses love and appreciation, indicating a very positive sentiment towards Ludovic Blas."
staderennesfc,Ludovic Blas,Merci @ludoblas 😍🔥,POSITIVE,1.0,POSITIVE,"The comment expresses gratitude and admiration towards Ludovic Blas, indicated by the use of 'Merci' and the positive emojis 😍🔥."
staderennesfc,Ludovic Blas,COME TO GALATASARAY BLAS🦁🦁,POSITIVE,1.0,POSITIVE,"The comment expresses a positive sentiment towards Ludovic Blas by urging him to join a specific team (Galatasaray), indicating admiration and enthusiasm for the player. The use of the lion emojis also adds a positive connotation."
staderennesfc,Ludovic Blas,@ludoblas confirme son début de saison Canon!!,POSITIVE,1.0,POSITIVE,"@ludoblas is mentioned positively, with 'début de saison Canon' suggesting that Ludovic Blas has had an excellent start to the season."
